customerid,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
17172,100,1,317.76,2,2,2,222,Potential
13220,100,4,819.29,2,4,3,243,Potential
12579,100,1,440.42,2,1,2,212,Needs Attention
12739,100,2,1013.04,2,3,4,234,Potential
17027,100,6,839.81,2,5,3,253,Potential
12425,100,1,777.20,2,1,3,213,Needs Attention
16715,100,1,301.72,2,2,2,222,Potential
13519,100,1,122.75,2,2,1,221,Needs Attention
14038,100,3,1560.38,2,3,4,234,Potential
17079,100,1,118.80,2,2,1,221,Needs Attention
13529,100,2,307.76,2,2,2,222,Potential
13486,100,3,1122.41,2,3,4,234,Potential
14854,100,7,2740.03,2,5,5,255,Potential
13320,100,4,1532.20,2,4,4,244,Potential
15603,100,1,48.48,2,1,1,211,Needs Attention
17311,100,2,1384.85,2,3,4,234,Potential
15067,100,3,1744.76,2,4,4,244,Potential
13959,101,3,574.34,2,4,3,243,Potential
16493,101,4,1351.63,2,4,4,244,Potential
14356,101,2,701.23,2,3,3,233,Potential
14887,101,1,1862.00,2,1,4,214,Needs Attention
13908,101,4,2369.55,2,4,5,245,Potential
12701,101,2,797.71,2,3,3,233,Potential
16627,101,1,322.80,2,2,2,222,Potential
12390,101,1,549.84,2,1,3,213,Needs Attention
17415,101,1,507.84,2,1,3,213,Needs Attention
14951,101,1,311.69,2,2,2,222,Potential
12520,101,5,2634.26,2,4,5,245,Potential
12550,101,1,964.83,2,2,4,224,Potential
13946,101,3,561.57,2,4,3,243,Potential
17475,101,1,194.37,2,1,1,211,Needs Attention
17731,101,4,1240.11,2,4,4,244,Potential
12604,101,2,254.18,2,2,2,222,Potential
12435,101,2,7829.89,2,3,5,235,Potential
15026,102,3,469.00,2,3,2,232,Potential
16928,102,17,2741.80,2,5,5,255,Potential
16215,102,1,242.35,2,1,1,211,Needs Attention
16584,102,2,936.08,2,3,4,234,Potential
15888,102,1,167.74,2,1,1,211,Needs Attention
13356,102,1,768.24,2,1,3,213,Needs Attention
17873,102,5,1828.56,2,4,4,244,Potential
16624,102,2,808.62,2,3,3,233,Potential
16777,102,2,216.38,2,2,1,221,Needs Attention
14236,102,2,490.86,2,3,3,233,Potential
15341,102,1,2020.52,2,1,4,214,Needs Attention
13038,102,3,908.46,2,3,3,233,Potential
18232,103,4,592.97,2,4,3,243,Potential
17058,103,3,1179.89,2,3,4,234,Potential
13228,103,1,358.00,2,2,2,222,Potential
16906,103,4,543.19,2,4,3,243,Potential
16527,103,1,228.06,2,1,1,211,Needs Attention
12752,103,1,4366.78,2,1,5,215,Needs Attention
13325,103,1,675.30,2,1,3,213,Needs Attention
13562,103,3,1799.33,2,4,4,244,Potential
15675,103,3,323.69,2,3,2,232,Potential
13774,103,1,345.00,2,2,2,222,Potential
18017,103,3,523.00,2,3,3,233,Potential
17848,103,9,901.20,2,5,3,253,Potential
15504,103,1,52.83,2,1,1,211,Needs Attention
18094,103,7,3017.30,2,5,5,255,Potential
16080,103,2,217.16,2,2,1,221,Needs Attention
12527,103,3,348.71,2,4,2,242,Potential
17628,103,1,75.75,2,1,1,211,Needs Attention
12497,103,1,1043.10,2,2,4,224,Potential
12379,103,2,852.24,2,3,3,233,Potential
14934,103,2,1890.94,2,3,4,234,Potential
13067,104,1,107.51,2,2,1,221,Needs Attention
17802,104,3,1282.94,2,3,4,234,Potential
13334,104,3,3460.67,2,4,5,245,Potential
16370,104,4,1262.73,2,4,4,244,Potential
18194,104,1,973.84,2,2,4,224,Potential
15947,104,1,1708.24,2,2,4,224,Potential
14124,106,1,391.50,2,2,2,222,Potential
16573,106,2,663.61,2,3,3,233,Potential
12434,106,2,806.14,2,3,3,233,Potential
12871,106,2,380.64,2,3,2,232,Potential
15523,106,1,412.01,2,1,2,212,Needs Attention
13141,106,5,2388.75,2,4,5,245,Potential
15099,106,1,410.48,2,1,2,212,Needs Attention
15975,106,1,371.01,2,2,2,222,Potential
13563,106,2,777.53,2,3,3,233,Potential
16878,106,1,13.30,2,1,1,211,Needs Attention
15410,106,8,3450.84,2,5,5,255,Potential
16108,106,1,842.50,2,1,3,213,Needs Attention
16709,106,5,3029.87,2,4,5,245,Potential
13539,107,3,631.34,2,3,3,233,Potential
13662,107,3,881.26,2,3,3,233,Potential
15417,107,1,508.80,2,1,3,213,Needs Attention
17333,107,1,494.25,2,1,3,213,Needs Attention
14557,107,1,788.38,2,1,3,213,Needs Attention
13134,107,4,1793.58,2,4,4,244,Potential
14894,107,1,655.75,2,1,3,213,Needs Attention
15205,107,2,653.24,2,3,3,233,Potential
12995,107,1,211.32,2,1,1,211,Needs Attention
15466,107,1,333.68,2,2,2,222,Potential
12722,107,4,997.63,2,4,4,244,Potential
17786,107,2,232.83,2,2,1,221,Needs Attention
13518,107,1,627.16,2,1,3,213,Needs Attention
17047,107,3,1100.90,2,4,4,244,Potential
17002,107,3,1493.73,2,3,4,234,Potential
17898,107,2,152.06,2,2,1,221,Needs Attention
15322,107,1,679.68,2,1,3,213,Needs Attention
17594,107,2,993.18,2,3,4,234,Potential
17846,107,1,2033.10,2,1,4,214,Needs Attention
12566,108,1,351.65,2,2,2,222,Potential
14660,108,2,285.74,2,2,2,222,Potential
16745,108,17,7170.15,2,5,5,255,Potential
13877,108,1,117.24,2,2,1,221,Needs Attention
17033,108,3,1030.14,2,4,4,244,Potential
12756,108,1,112.08,2,2,1,221,Needs Attention
17640,108,1,621.66,2,1,3,213,Needs Attention
18173,108,4,2106.84,2,4,5,245,Potential
14177,108,4,549.46,2,4,3,243,Potential
17347,108,1,228.96,2,1,1,211,Needs Attention
14163,109,4,2445.91,2,4,5,245,Potential
16098,109,7,1983.13,2,5,4,254,Potential
16959,109,1,117.35,2,2,1,221,Needs Attention
16036,109,2,758.92,2,3,3,233,Potential
16229,109,2,1010.60,2,3,4,234,Potential
15201,109,5,1236.54,2,4,4,244,Potential
16451,109,1,266.97,2,2,2,222,Potential
17037,109,1,1267.32,2,2,4,224,Potential
14753,109,1,563.15,2,1,3,213,Needs Attention
18251,109,1,4314.72,2,2,5,225,Potential
15343,109,1,364.50,2,2,2,222,Potential
15216,109,1,96.60,2,2,1,221,Needs Attention
14307,110,6,2995.72,2,5,5,255,Potential
12884,110,1,309.05,2,2,2,222,Potential
15673,110,4,2413.55,2,4,5,245,Potential
15764,110,6,3279.97,2,5,5,255,Potential
15980,110,3,2398.86,2,4,5,245,Potential
14500,110,3,327.15,2,3,2,232,Potential
12924,110,4,907.45,2,4,3,243,Potential
16475,110,4,544.30,2,4,3,243,Potential
17433,110,1,301.51,2,2,2,222,Potential
16984,110,2,4349.36,2,3,5,235,Potential
15996,110,6,1028.83,2,5,4,254,Potential
13375,110,1,778.65,2,1,3,213,Needs Attention
17919,110,1,1304.04,2,2,4,224,Potential
16209,110,5,2262.62,2,4,5,245,Potential
16211,110,1,547.02,2,1,3,213,Needs Attention
16141,110,1,620.40,2,1,3,213,Needs Attention
14212,111,1,1070.48,2,2,4,224,Potential
16796,111,1,305.62,2,2,2,222,Potential
15939,111,15,6115.01,2,5,5,255,Potential
18215,111,1,299.34,2,2,2,222,Potential
16384,111,2,584.50,2,3,3,233,Potential
18255,111,1,103.30,2,2,1,221,Needs Attention
13611,111,3,1147.65,2,3,4,234,Potential
12965,111,1,769.81,2,1,3,213,Needs Attention
12635,111,2,1689.18,2,3,4,234,Potential
13372,111,1,378.64,2,2,2,222,Potential
14837,111,4,1649.50,2,4,4,244,Potential
15636,111,2,724.76,2,3,3,233,Potential
13124,111,3,3685.08,2,4,5,245,Potential
15035,111,1,248.98,2,2,2,222,Potential
14628,113,2,671.96,2,3,3,233,Potential
12535,113,2,716.35,2,3,3,233,Potential
13441,113,1,296.64,2,2,2,222,Potential
16723,113,2,534.67,2,3,3,233,Potential
16027,113,6,934.62,2,5,4,254,Potential
14414,113,7,1496.98,2,5,4,254,Potential
15652,113,1,337.74,2,2,2,222,Potential
14915,113,2,307.48,2,2,2,222,Potential
18222,114,1,443.00,2,1,2,212,Needs Attention
13889,114,1,416.90,2,1,2,212,Needs Attention
14410,114,9,1067.92,2,5,4,254,Potential
15653,114,2,877.44,2,3,3,233,Potential
13330,114,3,1140.93,2,3,4,234,Potential
13249,114,3,711.41,2,3,3,233,Potential
12592,114,2,437.60,2,3,2,232,Potential
13814,114,2,1579.12,2,3,4,234,Potential
14223,114,3,991.13,2,4,4,244,Potential
13925,114,4,678.25,2,4,3,243,Potential
13848,114,3,1255.00,2,3,4,234,Potential
15488,114,1,91.32,2,2,1,221,Needs Attention
15885,114,3,379.35,2,4,2,242,Potential
16031,114,2,540.35,2,3,3,233,Potential
13244,114,1,121.74,2,2,1,221,Needs Attention
15400,114,5,716.20,2,4,3,243,Potential
15198,114,2,193.64,2,2,1,221,Needs Attention
15071,115,2,982.07,2,3,4,234,Potential
16828,115,2,128.50,2,2,1,221,Needs Attention
18093,115,4,2106.52,2,4,5,245,Potential
13210,115,1,353.48,2,2,2,222,Potential
17339,116,2,243.36,2,2,1,221,Needs Attention
13158,116,4,1201.06,2,4,4,244,Potential
17460,116,6,622.43,2,5,3,253,Potential
15462,116,3,234.60,2,4,1,241,Needs Attention
17560,116,4,854.95,2,4,3,243,Potential
16400,116,1,301.03,2,2,2,222,Potential
16175,116,4,1037.59,2,4,4,244,Potential
13122,116,2,922.39,2,3,3,233,Potential
14208,116,1,151.74,2,1,1,211,Needs Attention
13130,116,1,64.00,2,1,1,211,Needs Attention
12461,116,2,826.88,2,3,3,233,Potential
13744,117,2,1080.52,2,3,4,234,Potential
16820,117,1,497.61,2,1,3,213,Needs Attention
13748,117,5,948.25,2,4,4,244,Potential
12422,117,3,803.56,2,4,3,243,Potential
12816,117,2,572.20,2,3,3,233,Potential
15307,117,1,205.30,2,1,1,211,Needs Attention
12502,117,5,3723.87,2,4,5,245,Potential
18196,117,2,686.63,2,3,3,233,Potential
13192,117,2,911.94,2,3,3,233,Potential
16172,117,5,1140.21,2,4,4,244,Potential
12616,117,2,713.30,2,3,3,233,Potential
13931,117,2,1237.53,2,3,4,234,Potential
16551,117,3,922.12,2,3,3,233,Potential
15364,117,2,913.19,2,3,3,233,Potential
13851,117,3,2651.46,2,4,5,245,Potential
15491,117,6,3100.09,2,5,5,255,Potential
14565,117,4,3099.12,2,4,5,245,Potential
17309,117,1,71.50,2,1,1,211,Needs Attention
12851,118,1,128.01,2,1,1,211,Needs Attention
14965,118,2,592.19,2,3,3,233,Potential
17722,118,4,2424.04,2,4,5,245,Potential
12710,118,3,1149.02,2,3,4,234,Potential
13240,118,4,659.70,2,4,3,243,Potential
17229,118,2,318.76,2,2,2,222,Potential
13548,118,2,669.46,2,3,3,233,Potential
17050,118,6,3171.94,2,5,5,255,Potential
17774,118,4,1206.18,2,4,4,244,Potential
16761,118,1,316.62,2,2,2,222,Potential
18027,120,1,115.31,2,2,1,221,Needs Attention
14463,120,3,529.62,2,3,3,233,Potential
14171,120,1,362.96,2,2,2,222,Potential
18087,120,2,4055.72,2,3,5,235,Potential
14436,120,1,89.06,2,2,1,221,Needs Attention
14276,120,3,1119.74,2,4,4,244,Potential
13631,121,11,3070.42,2,5,5,255,Potential
15829,121,2,636.14,2,3,3,233,Potential
16808,121,2,288.42,2,2,2,222,Potential
13376,121,3,1019.76,2,4,4,244,Potential
13045,121,1,305.28,2,2,2,222,Potential
16456,121,5,2157.80,2,4,5,245,Potential
12436,121,1,509.01,2,1,3,213,Needs Attention
13099,121,1,207.36,2,1,1,211,Needs Attention
13470,121,2,165.00,2,2,1,221,Needs Attention
14420,121,1,387.52,2,2,2,222,Potential
16083,122,2,1317.62,2,3,4,234,Potential
17588,122,3,1240.20,2,3,4,234,Potential
17320,122,3,1200.62,2,3,4,234,Potential
16842,122,3,1264.19,2,3,4,234,Potential
16180,122,8,10254.18,2,5,5,255,Potential
16780,122,2,399.39,2,3,2,232,Potential
15596,122,5,1406.59,2,4,4,244,Potential
15260,122,7,1810.77,2,5,4,254,Potential
16278,122,1,566.38,2,1,3,213,Needs Attention
14513,122,3,455.59,2,3,2,232,Potential
17298,123,2,498.42,2,3,3,233,Potential
14078,123,6,1049.37,2,5,4,254,Potential
15866,123,1,211.89,2,1,1,211,Needs Attention
12814,123,1,125.92,2,1,1,211,Needs Attention
13301,125,4,618.09,2,4,3,243,Potential
16806,125,4,756.31,2,4,3,243,Potential
16816,125,4,417.06,2,4,2,242,Potential
14472,125,8,1828.56,2,5,4,254,Potential
15095,125,4,1370.60,2,4,4,244,Potential
13778,125,1,178.70,2,1,1,211,Needs Attention
15625,125,4,1534.26,2,4,4,244,Potential
15569,125,5,1375.71,2,4,4,244,Potential
15325,125,1,155.14,2,1,1,211,Needs Attention
15641,127,4,1887.20,2,4,4,244,Potential
15074,127,1,735.67,2,1,3,213,Needs Attention
16641,127,1,231.10,2,1,1,211,Needs Attention
17146,127,3,749.78,2,3,3,233,Potential
13003,127,3,149.05,2,4,1,241,Needs Attention
14210,127,6,1905.84,2,5,4,254,Potential
13489,127,4,449.52,2,4,2,242,Potential
12624,128,2,641.13,2,3,3,233,Potential
14055,128,1,725.64,2,1,3,213,Needs Attention
13000,128,3,534.85,2,3,3,233,Potential
16093,128,1,17.00,2,2,1,221,Needs Attention
17189,128,2,382.50,2,3,2,232,Potential
12715,128,1,343.36,2,2,2,222,Potential
16503,128,4,1431.93,2,4,4,244,Potential
16429,128,1,284.55,2,2,2,222,Potential
17134,128,2,413.20,2,3,2,232,Potential
15663,128,1,138.14,2,1,1,211,Needs Attention
18200,128,1,149.52,2,1,1,211,Needs Attention
14196,128,1,335.52,2,2,2,222,Potential
14314,128,1,120.00,2,2,1,221,Needs Attention
17844,128,1,51.56,2,1,1,211,Needs Attention
16309,128,2,706.57,2,3,3,233,Potential
15263,128,1,156.51,2,1,1,211,Needs Attention
14687,128,1,628.38,2,1,3,213,Needs Attention
15800,129,2,696.89,2,3,3,233,Potential
17256,129,2,222.15,2,2,1,221,Needs Attention
14875,129,2,1465.32,2,3,4,234,Potential
17268,129,4,763.64,2,4,3,243,Potential
12649,129,3,623.51,2,3,3,233,Potential
17869,129,5,428.18,2,4,2,242,Potential
15812,129,5,1801.14,2,4,4,244,Potential
16340,129,1,516.28,2,1,3,213,Needs Attention
13411,129,1,211.05,2,1,1,211,Needs Attention
14407,129,6,2157.73,2,5,5,255,Potential
14973,129,3,1314.45,2,3,4,234,Potential
13140,130,3,422.47,2,3,2,232,Potential
13425,130,3,1624.21,2,4,4,244,Potential
16550,130,5,2298.97,2,4,5,245,Potential
12593,130,3,418.10,2,3,2,232,Potential
14523,130,1,241.09,2,1,1,211,Needs Attention
17242,130,2,1135.04,2,3,4,234,Potential
18018,130,2,122.14,2,2,1,221,Needs Attention
13593,130,5,2011.88,2,4,4,244,Potential
14364,130,8,3717.35,2,5,5,255,Potential
14930,130,3,2362.96,2,4,5,245,Potential
14045,131,4,1659.75,2,4,4,244,Potential
14265,131,2,530.18,2,3,3,233,Potential
16952,131,2,167.61,2,2,1,221,Needs Attention
17083,131,3,1405.78,2,3,4,234,Potential
13933,131,2,608.79,2,3,3,233,Potential
12363,131,2,552.00,2,3,3,233,Potential
17585,131,4,1091.60,2,4,4,244,Potential
14246,132,3,1474.06,2,3,4,234,Potential
14013,132,3,473.02,2,4,2,242,Potential
14566,132,1,1432.00,2,2,4,224,Potential
16536,132,1,530.47,2,1,3,213,Needs Attention
14224,132,4,1004.13,2,4,4,244,Potential
17029,132,2,716.00,2,3,3,233,Potential
15313,132,1,52.00,2,1,1,211,Needs Attention
14460,132,3,434.34,2,4,2,242,Potential
12513,134,1,612.29,2,1,3,213,Needs Attention
14745,134,5,1220.26,2,4,4,244,Potential
17747,134,1,71.40,2,1,1,211,Needs Attention
15938,134,5,404.58,2,4,2,242,Potential
15396,134,1,288.18,2,2,2,222,Potential
16419,134,6,958.71,2,5,4,254,Potential
13242,134,3,270.40,2,3,2,232,Potential
12418,134,1,668.58,2,1,3,213,Needs Attention
14772,134,1,139.26,2,1,1,211,Needs Attention
12968,134,1,135.95,2,1,1,211,Needs Attention
12729,135,1,453.01,2,1,2,212,Needs Attention
12688,135,1,4873.81,2,1,5,215,Needs Attention
13027,135,6,6912.00,2,5,5,255,Potential
15232,135,2,612.06,2,3,3,233,Potential
16582,135,1,313.62,2,2,2,222,Potential
17742,135,2,355.11,2,2,2,222,Potential
15797,135,4,2207.40,2,4,5,245,Potential
13273,135,1,138.98,2,1,1,211,Needs Attention
15472,135,1,371.56,2,2,2,222,Potential
17045,135,3,339.44,2,4,2,242,Potential
17398,136,3,653.38,2,3,3,233,Potential
13655,136,2,932.97,2,3,4,234,Potential
15541,136,1,85.13,2,1,1,211,Needs Attention
15734,136,2,1339.45,2,3,4,234,Potential
14323,136,2,605.06,2,3,3,233,Potential
16755,136,3,1474.18,2,3,4,234,Potential
18073,136,12,3554.54,2,5,5,255,Potential
15122,136,3,1633.78,2,4,4,244,Potential
17070,136,1,304.24,2,2,2,222,Potential
16092,136,3,817.86,2,3,3,233,Potential
16927,137,3,543.05,2,3,3,233,Potential
12641,137,1,185.90,2,1,1,211,Needs Attention
14918,137,2,1610.15,2,3,4,234,Potential
15768,137,3,621.83,2,3,3,233,Potential
14006,137,3,962.19,2,4,4,244,Potential
15002,137,4,1619.66,2,4,4,244,Potential
16961,138,1,234.17,2,1,1,211,Needs Attention
17958,138,1,508.46,2,1,3,213,Needs Attention
17252,138,2,348.91,2,2,2,222,Potential
15480,138,1,905.50,2,1,3,213,Needs Attention
13799,138,2,688.86,2,3,3,233,Potential
12758,138,2,2791.59,2,3,5,235,Potential
13720,138,4,799.90,2,4,3,243,Potential
16902,138,1,1681.88,2,2,4,224,Potential
16272,138,1,411.70,2,1,2,212,Needs Attention
18143,138,2,1000.16,2,3,4,234,Potential
15624,138,4,588.13,2,4,3,243,Potential
13621,138,1,213.85,2,1,1,211,Needs Attention
15683,139,1,193.75,2,1,1,211,Needs Attention
17048,139,3,925.35,2,3,3,233,Potential
14301,139,1,640.14,2,1,3,213,Needs Attention
17122,141,1,138.32,2,1,1,211,Needs Attention
14855,141,2,645.65,2,3,3,233,Potential
15192,141,3,1044.32,2,4,4,244,Potential
13873,141,3,389.60,2,3,2,232,Potential
14406,141,1,156.75,2,1,1,211,Needs Attention
12399,141,4,1108.65,2,4,4,244,Potential
13888,141,2,595.67,2,3,3,233,Potential
17642,141,2,712.29,2,3,3,233,Potential
16317,141,3,1341.65,2,3,4,234,Potential
15689,141,2,254.10,2,2,2,222,Potential
16045,141,4,1340.70,2,4,4,244,Potential
17248,142,1,317.00,2,2,2,222,Potential
13307,142,1,15.00,2,2,1,221,Needs Attention
14346,142,2,1021.58,2,3,4,234,Potential
13645,142,1,252.10,2,2,2,222,Potential
15581,142,13,3674.07,2,5,5,255,Potential
17994,143,4,673.24,2,4,3,243,Potential
14024,143,2,327.70,2,2,2,222,Potential
16292,143,1,302.25,2,2,2,222,Potential
13162,144,4,1688.29,2,4,4,244,Potential
13280,144,3,795.36,2,4,3,243,Potential
18248,144,2,804.02,2,3,3,233,Potential
15247,144,1,356.00,2,2,2,222,Potential
14127,144,3,709.71,2,3,3,233,Potential
13355,144,1,674.70,2,1,3,213,Needs Attention
13217,144,3,533.98,2,3,3,233,Potential
17085,145,5,1562.40,2,4,4,244,Potential
16788,145,2,590.23,2,3,3,233,Potential
17331,145,1,175.20,2,1,1,211,Needs Attention
13869,145,4,3075.89,2,4,5,245,Potential
15985,145,2,1142.42,2,3,4,234,Potential
14053,146,2,147.75,2,2,1,221,Needs Attention
14331,146,2,462.66,2,3,2,232,Potential
13248,146,2,465.68,2,3,2,232,Potential
13752,146,6,1175.38,2,5,4,254,Potential
14079,146,1,375.10,2,2,2,222,Potential
17400,148,5,2083.95,2,4,5,245,Potential
16174,148,3,1009.55,2,4,4,244,Potential
13513,148,1,205.10,2,1,1,211,Needs Attention
16302,148,1,233.22,2,1,1,211,Needs Attention
17457,148,5,1737.70,2,4,4,244,Potential
13082,148,9,3613.63,2,5,5,255,Potential
13402,149,2,621.23,2,3,3,233,Potential
12693,149,4,855.91,2,4,3,243,Potential
16572,149,3,1009.60,2,4,4,244,Potential
15133,149,3,982.42,2,4,4,244,Potential
15254,149,1,300.36,2,2,2,222,Potential
17692,149,4,740.94,2,4,3,243,Potential
18099,149,1,168.31,2,1,1,211,Needs Attention
14344,149,8,886.98,2,5,3,253,Potential
13791,149,2,1516.00,2,3,4,234,Potential
14778,149,2,730.86,2,3,3,233,Potential
13218,149,1,62.64,2,1,1,211,Needs Attention
17723,149,6,3276.40,2,5,5,255,Potential
17267,149,2,317.20,2,2,2,222,Potential
16324,150,3,396.38,2,3,2,232,Potential
17429,150,3,524.92,2,3,3,233,Potential
14972,150,1,114.77,2,2,1,221,Needs Attention
18178,150,4,1590.81,2,4,4,244,Potential
12917,150,1,594.00,2,1,3,213,Needs Attention
12643,150,6,3344.64,2,5,5,255,Potential
16835,150,2,180.85,2,2,1,221,Needs Attention
15374,150,1,168.00,2,1,1,211,Needs Attention
17514,150,1,208.65,2,1,1,211,Needs Attention
12750,150,1,275.88,2,2,2,222,Potential
13075,151,1,919.61,2,2,3,223,Potential
14076,151,1,117.42,2,2,1,221,Needs Attention
13850,151,1,1595.48,2,2,4,224,Potential
12378,151,1,4008.62,2,2,5,225,Potential
17887,151,1,111.35,2,2,1,221,Needs Attention
17553,151,1,1487.60,2,2,4,224,Potential
12644,151,1,477.91,2,1,2,212,Needs Attention
17353,151,2,1740.00,2,3,4,234,Potential
14133,151,3,605.64,2,3,3,233,Potential
15342,151,1,406.09,2,1,2,212,Needs Attention
17941,152,1,304.56,2,2,2,222,Potential
14403,152,4,1475.81,2,4,4,244,Potential
17053,152,1,498.48,2,1,3,213,Needs Attention
12534,152,1,1089.18,2,2,4,224,Potential
17282,152,3,1682.56,2,4,4,244,Potential
17615,152,3,329.60,2,4,2,242,Potential
14885,153,1,765.32,2,1,3,213,Needs Attention
15438,153,1,156.58,2,1,1,211,Needs Attention
13722,153,3,2375.41,2,4,5,245,Potential
13388,153,2,677.10,2,3,3,233,Potential
12942,153,3,675.60,2,3,3,233,Potential
17695,153,2,765.34,2,3,3,233,Potential
18064,155,2,814.00,2,3,3,233,Potential
17926,155,2,397.29,2,3,2,232,Potential
15120,155,1,358.82,2,2,2,222,Potential
15149,155,1,520.80,2,1,3,213,Needs Attention
13414,155,3,1390.50,2,3,4,234,Potential
15942,155,1,337.44,2,2,2,222,Potential
16147,155,1,375.00,2,2,2,222,Potential
15776,155,1,241.62,2,1,1,211,Needs Attention
13106,155,1,76.50,2,1,1,211,Needs Attention
14143,155,1,115.80,2,2,1,221,Needs Attention
15639,156,1,425.32,2,1,2,212,Needs Attention
17931,156,2,405.41,2,3,2,232,Potential
12853,156,6,1957.10,2,5,4,254,Potential
18268,156,1,25.50,2,2,1,221,Needs Attention
18151,156,2,653.35,2,3,3,233,Potential
15118,156,1,244.80,2,1,1,211,Needs Attention
12507,156,3,1304.81,2,3,4,234,Potential
14002,156,2,529.73,2,3,3,233,Potential
16951,156,3,1277.75,2,3,4,234,Potential
12743,156,2,535.98,2,3,3,233,Potential
12453,156,1,707.09,2,1,3,213,Needs Attention
15746,156,1,196.88,2,1,1,211,Needs Attention
15245,156,3,2515.84,2,4,5,245,Potential
16696,157,4,657.90,2,4,3,243,Potential
16447,157,1,255.91,2,2,2,222,Potential
15261,157,1,254.82,2,2,2,222,Potential
13730,157,2,752.60,2,3,3,233,Potential
13194,157,1,60.70,2,1,1,211,Needs Attention
15855,158,5,709.29,2,4,3,243,Potential
13492,158,3,1269.84,2,3,4,234,Potential
17693,159,1,200.47,2,1,1,211,Needs Attention
13296,159,1,87.40,2,1,1,211,Needs Attention
14100,159,1,191.00,2,1,1,211,Needs Attention
14692,159,4,576.95,2,4,3,243,Potential
17040,159,1,449.73,2,1,2,212,Needs Attention
15372,159,1,2007.40,2,1,4,214,Needs Attention
12864,160,1,147.12,2,1,1,211,Needs Attention
12763,160,2,494.08,2,3,3,233,Potential
13116,160,1,501.14,2,1,3,213,Needs Attention
13802,160,3,4599.42,2,3,5,235,Potential
17265,160,2,532.83,2,3,3,233,Potential
16305,160,1,361.22,2,2,2,222,Potential
12916,160,4,2850.95,2,4,5,245,Potential
17935,160,2,144.14,2,2,1,221,Needs Attention
16178,160,1,197.90,2,1,1,211,Needs Attention
17312,160,3,644.30,2,3,3,233,Potential
16948,160,3,435.02,2,3,2,232,Potential
13037,160,3,881.07,2,3,3,233,Potential
17649,160,1,868.49,2,1,3,213,Needs Attention
18262,162,1,149.48,2,1,1,211,Needs Attention
18146,162,2,160.35,2,2,1,221,Needs Attention
16866,162,3,207.74,2,4,1,241,Needs Attention
15704,162,4,2272.62,2,4,5,245,Potential
15108,163,4,1300.25,2,4,4,244,Potential
14259,163,1,120.00,2,2,1,221,Needs Attention
17660,163,1,176.20,2,1,1,211,Needs Attention
17694,163,1,283.12,2,2,2,222,Potential
15623,163,1,301.03,2,2,2,222,Potential
16654,163,4,601.27,2,4,3,243,Potential
17866,164,1,329.65,2,2,2,222,Potential
12521,164,1,599.68,2,1,3,213,Needs Attention
16807,164,3,1121.59,2,4,4,244,Potential
12510,164,2,982.57,2,3,4,234,Potential
15802,164,1,451.42,2,1,2,212,Needs Attention
17962,164,1,99.86,2,2,1,221,Needs Attention
12875,165,2,343.23,2,2,2,222,Potential
12947,165,6,1603.99,2,5,4,254,Potential
16112,165,4,195.74,2,4,1,241,Needs Attention
12840,165,4,2726.77,2,4,5,245,Potential
14117,165,1,90.00,2,2,1,221,Needs Attention
15713,165,2,356.70,2,3,2,232,Potential
13564,166,3,1661.77,2,4,4,244,Potential
13821,166,2,385.64,2,3,2,232,Potential
16859,166,2,747.81,2,3,3,233,Potential
14758,166,4,1484.06,2,4,4,244,Potential
16054,167,1,783.90,2,1,3,213,Needs Attention
